District of Columbia Building Code Supplement Amendment Resolution of 2013,Proposed Resolution,20-113,1705,Proposed_Resolution_20-113
District of Columbia Business License and Corporate Division Filings Resolution of 2013,Proposed Resolution,20-579,3154,Proposed_Resolution_20-579
District of Columbia Commemorative Works Committee Barbara Deutsch Confirmation Resolution of 2014,Resolution,20-682,4600,Resolution_20-682
District of Columbia Commission on Human Rights Alberto Figueroa-Garcia Confirmation Resolution of 2014,Resolution,20-541,3938,Resolution_20-541
District of Columbia Commission on Human Rights Alexandra Andrea Beninda Confirmation Resolution of 2013,Resolution,20-60,785,Resolution_20-60
District of Columbia Commission on Human Rights Ali Muhammad Confirmation Resolution of 2014,Resolution,20-540,3937,Resolution_20-540
District of Columbia Commission on Human Rights David Scruggs Confirmation Resolution of 2014,Proposed Resolution,20-694,3542,Proposed_Resolution_20-694
District of Columbia Commission on Human Rights Denise L. Reed Confirmation Resolution of 2014,Resolution,20-649,4558,Resolution_20-649
District of Columbia Commission on Human Rights Dr. John David Robinson Confirmation Resolution of 2013,Resolution,20-57,782,Resolution_20-57
District of Columbia Commission on Human Rights Edwin Witt Powell Confirmation Resolution of 2013,Resolution,20-58,783,Resolution_20-58
District of Columbia Commission on Human Rights Michelle McLeod Confirmation Resolution of 2014,Resolution,20-539,3936,Resolution_20-539
District of Columbia Commission on Human Rights Motoko Aizawa Confirmation Resolution of 2014,Proposed Resolution,20-695,3543,Proposed_Resolution_20-695
District of Columbia Commission on Human Rights Rahim Jenkins Confirmation Resolution of 2013,Resolution,20-59,784,Resolution_20-59
District of Columbia Commission on Judicial Disabilities and Tenure  David P. Milzman Appointment Resolution of 2014,Resolution,20-490,3439,Resolution_20-490
District of Columbia Corrections Information Council Reverend Samuel W. Whitaker Confirmation Resolution of 2014,Resolution,20-439,3364,Resolution_20-439
District of Columbia Democratic State Committee Elections Emergency Amendment Act of 2012,Act,19-598,324,Act_19-598
District of Columbia Democratic State Committee Elections Emergency Declaration Resolution of 2012,Resolution,19-759,569,Resolution_19-759
District of Columbia Flag Amendment Act of 2012,Law,19-239,187,Law_19-239
District of Columbia Flood Assistance Fund Act of 2012,Law,19-293,956,Law_19-293
District of Columbia Health Benefit Exchange Authority Executive Board Kate Sullivan Hare Confirmation Resolution of 2014,Proposed Resolution,20-974,4716,Proposed_Resolution_20-974
District of Columbia Health Benefit Exchange Authority Executive Board Khalid Rasuli Pitts Confirmation Resolution of 2014,Proposed Resolution,20-973,4715,Proposed_Resolution_20-973
District of Columbia Health Benefit Exchange Authority Executive Board Nancy J. Hicks Confirmation Resolution of 2014,Proposed Resolution,20-1108,4771,Proposed_Resolution_20-1108
District of Columbia Homeland Security Commission Dr. Rebecca Katz Confirmation Resolution of 2014,Resolution,20-650,4559,Resolution_20-650
District of Columbia Housing Authority Board  of Commissioners Shelore L. Fisher Confirmation Resolution of 2014 2014,Resolution,20-547,3948,Resolution_20-547
District of Columbia Housing Authority Board of Commissioners Moses Clarence Mobley Confirmation Resolution of 2014,Resolution,20-466,3407,Resolution_20-466
District of Columbia Housing Authority Board of Commissioners Pedro Alfonso Confirmation Resolution of 2014,Resolution,20-465,3406,Resolution_20-465
District of Columbia Housing Authority Board of Commissioners Terri Thompson Mallet Confirmation Resolution of 2014,Resolution,20-546,3947,Resolution_20-546
District of Columbia Occupational Safety and Health Board Aryan Rodriguez Bocquet Confirmation Resolution of 2014,Resolution,20-387,3082,Resolution_20-387
District of Columbia Occupational Safety and Health Board Earl Woodland Confirmation Resolution of 2014,Resolution,20-388,3083,Resolution_20-388
District of Columbia Occupational Safety and Health Board Kathleen McKirchy Confirmation Resolution of 2014,Resolution,20-385,3080,Resolution_20-385
District of Columbia Occupational Safety and Health Board Michael Kirkpatrick Confirmation Resolution of 2014,Resolution,20-386,3081,Resolution_20-386
District of Columbia of Nursing Mrs. Chioma Nwachulwu Confirmation Resolution of 2013,Proposed Resolution,20-469,2870,Proposed_Resolution_20-469
District of Columbia of Nursing Ms. Toni A. Eason Confirmation Resolution of 2013,Proposed Resolution,20-470,2871,Proposed_Resolution_20-470
District of Columbia Official Code Title 29 Technical and Harmonizing Amendments Act of 2012,Law,19-210,6,Law_19-210
District of Columbia Sentencing and Criminal Code Revision Commission Marvin Turner Confirmation Resolution of 2014,Resolution,20-445,3370,Resolution_20-445
District of Columbia Small and Local Business Opportunity Commission Lloyd Henry Confirmation Resolution of 2014,Proposed Resolution,20-719,3554,Proposed_Resolution_20-719
"District of Columbia State Athletic Act of 2013ivities, Programs, and Office Fund Emergency Declaration Resolution of 2012",Resolution,19-770,586,Resolution_19-770
"District of Columbia State Athletic Act of 2013ivities, Programs, and Office Revenue Generation and Sponsorship Emergency Declaration Resolution of 2012",Resolution,19-771,588,Resolution_19-771
District of Columbia State Plan for Medical Assistance Modification Approval Resolution of 2013,Proposed Resolution,20-122,1706,Proposed_Resolution_20-122
District of Columbia Taxicab Commission Gladys Mack Confirmation Resolution of 2013,Resolution,20-119,1530,Resolution_20-119
District of Columbia Water and Sewer Authority Board of Directors Ellen O. Boardman Confirmation Resolution of 2013,Resolution,20-229,2080,Resolution_20-229
District of Columbia Water and Sewer Authority Board of Directors Howard Gibbs Confirmation Resolution of 2014,Resolution,20-655,4564,Resolution_20-655
District of Columbia Water and Sewer Authority Board of Directors James Bunn Confirmation Resolution of 2013,Resolution,20-230,2081,Resolution_20-230
District of Columbia Water and Sewer Authority Board of Directors Keith Anderson Confirmation Resolution of 2013,Resolution,20-231,2082,Resolution_20-231
District of Columbia Water and Sewer Authority Board of Directors Matthew T. Brown Confirmation Resolution of 2014,Resolution,20-608,4043,Resolution_20-608
District of Columbia Water and Sewer Authority Board of Directors Mr. Alan J. Roth Confirmation Resolution of 2013,Resolution,20-69,794,Resolution_20-69
District of Columbia Water and Sewer Authority Board of Directors Mr. Robert L. Mallett Confirmation Resolution of 2013,Resolution,20-68,793,Resolution_20-68
District of Columbia Water and Sewer Authority Board of Directors Obiora “Bo” Menkiti Confirmation Resolution of 2013,Resolution,20-232,2083,Resolution_20-232
District of Columbia Water and Sewer Authority Board of Directors Rachna Butani Bhatt Confirmation Resolution of 2014,Resolution,20-656,4565,Resolution_20-656
District Real Property Tax Sale Emergency Act of 2013,Act,20-179,2435,Act_20-179
District Real Property Tax Sale Emergency Declaration Resolution of 2013,Resolution,20-274,2662,Resolution_20-274
District Real Property Tax Sale Temporary Act of 2013,Law,20-55,2396,Law_20-55
Domestic Violence Fatality Review Board Dianne M. Hampton Confirmation Resolution of 2014,Resolution,20-538,3935,Resolution_20-538
Domestic Violence Fatality Review Board Erin S. Larkin Confirmation Resolution of 2014,Resolution,20-442,3367,Resolution_20-442
Domestic Violence Fatality Review Board Jonathan Y. O’Reilly Confirmation Resolution of 2014,Resolution,20-441,3366,Resolution_20-441
Domestic Violence Fatality Review Board Laurie S. Kohn Confirmation Resolution of 2014,Resolution,20-444,3369,Resolution_20-444
Domestic Violence Fatality Review Board Sharlene J. Kranz Confirmation Resolution of 2014,Resolution,20-446,3371,Resolution_20-446
Domestic Violence Fatality Review Board Varina Jane Winder Confirmation Resolution of 2014,Resolution,20-443,3368,Resolution_20-443
Driver Privacy Protection Amendment Act of 2012,Law,19-207,2,Law_19-207
Driver Safety Clarification Congressional Review Emergency Amendment Act of 2014,Act,20-350,3342,Act_20-350
Driver Safety Clarification Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-484,3432,Resolution_20-484
Driver’s Safety Clarification Amendment Act of 2014,Law,20-145,4112,Law_20-145
Driver's Safety Amendment Act of 2013,Law,20-62,2886,Law_20-62
Driver's Safety Clarification Emergency Amendment Act of 2014,Act,20-293,3060,Act_20-293
Driver's Safety Clarification Emergency Declaration Resolution of 2014,Resolution,20-438,3140,Resolution_20-438
Driver's Safety Clarification Temporary Amendment Act of 2014,Law,20-111,3288,Law_20-111
Dual Credit and Grades Regulations Approval Resolution of 2014,Proposed Resolution,20-788,4045,Proposed_Resolution_20-788
Early Learning Quality Improvement Network Emergency Amendment Act of 2014,Act,20-528,4446,Act_20-528
Early Learning Quality Improvement Network Emergency Declaration Resolution of 2014,Resolution,20-719,4654,Resolution_20-719
Earned Sick and Safe Leave Amendment Act of 2013,Law,20-89,2960,Law_20-89
East Dupont Moratorium Zone Approval Resolution of 2014,Resolution,20-534,3931,Resolution_20-534
Education Licensure Commission Emergency Amendment Act of 2014,Act,20-529,4449,Act_20-529
Education Licensure Commission Emergency Declaration Resolution of 2014,Resolution,20-718,4652,Resolution_20-718
Educator Evaluation Data Collection Emergency Amendment Act of 2014,Act,20-328,3309,Act_20-328
Educator Evaluation Data Collection Emergency Declaration Resolution of 2014,Resolution,20-470,3412,Resolution_20-470
Educator Evaluation Data Collection Temporary Amendment Act of 2014,Law,20-132,3642,Law_20-132
Egregious First-Time Sale to Minor Clarification Congressional Review Emergency Amendment Act of 2013,Act,20-89,1451,Act_20-89
Egregious First-Time Sale to Minor Clarification Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-137,1555,Resolution_20-137
Egregious First-Time Sale to Minor Clarification Emergency Amendment Act of 2013,Act,20-34,507,Act_20-34
Egregious First-Time Sale to Minor Clarification Emergency Declaration Resolution of 2013,Resolution,20-64,789,Resolution_20-64
Egregious First-Time Sale to Minor Clarification Temporary Amendment Act of 2013,Law,20-8,1276,Law_20-8
Egregious First-Time Sale to Minor Violation Clarification Approval Resolution of 2013,Proposed Resolution,20-026,816,Proposed_Resolution_20-026
Elected Attorney General Implementation and Legal Service Establishment Amendment Act of 2013,Law,20-60,2220,Law_20-60
Election Code Conforming Emergency Amendment Act of 2013,Act,20-143,1990,Act_20-143
Election Code Conforming Emergency Declaration Resolution of 2013,Resolution,20-248,2105,Resolution_20-248
Electric Company Infrastructure Improvement Financing Act of 2014,Law,20-102,3178,Law_20-102
Eligibility Criteria Amendment for the D.C. Healthcare Alliance Program Approval Resolution of 2012,Proposed Resolution,20-046,1698,Proposed_Resolution_20-046
Eligibility Criteria Amendment for the D.C. Healthcare Alliance Program Approval Resolution of 2013,Resolution,20-115,1525,Resolution_20-115
Emergency Medical Services Regulations Approval Resolution of 2013,Proposed Resolution,20-341,2851,Proposed_Resolution_20-341
Employee Transportation Amendment Act of 2012,Law,19-223,122,Law_19-223
"Employment Contract of Dr. James E. Lyons, Sr., as Interim President of the University of the District of Columbia Emergency Approval Act of 2014",Act,20-371,3684,Act_20-371
"Employment Contract of Dr. James E. Lyons, Sr., as Interim President of the University of the District of Columbia Emergency Declaration Resolution of 2014",Resolution,20-515,3915,Resolution_20-515
Endocrine Society Revenue Bonds Project Emergency Approval Resolution of 2013,Resolution,20-305,2709,Resolution_20-305
Endocrine Society Revenue Bonds Project Emergency Declaration Resolution of 2013,Resolution,20-304,2707,Resolution_20-304
Energy Innovation and Savings Amendment Act of 2012,Law,19-252,819,Law_19-252
Engine Idling Exception for Warming Buses Approval Resolution of 2014,Proposed Resolution,20-835,4683,Proposed_Resolution_20-835
Equity in Survivor Benefits Amendment Act of 2012,Law,19-301,1019,Law_19-301
Excise Tax Amendment Act of 2012,Law,19-272,897,Law_19-272
Expedited Partner Therapy Act of 2014,Law,20-97,3164,Law_20-97
Extension of Time Dispose of Justice Park Emergency Act of 2013,Act,20-66,1416,Act_20-66
Extension of Time Dispose of Justice Park Emergency Declaration Resolution of 2013,Resolution,20-110,1498,Resolution_20-110
Extension of Time Dispose of Justice Park Temporary Act of 2013,Law,20-19,2371,Law_20-19
Extension of Time to Dispose of Eastern Avenue Property Congressional Review Emergency Amendment Act of 2013,Act,20-10,462,Act_20-10
Extension of Time to Dispose of Eastern Avenue Property Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-24,721,Resolution_20-24
Extension of Time to Dispose of Hine Junior High School Emergency Approval Act of 2013,Act,20-113,1814,Act_20-113
Extension of Time to Dispose of Hine Junior High School Emergency Declaration Resolution of 2013,Resolution,20-254,2112,Resolution_20-254
Extension of Time to Dispose of Hine Junior High School Temporary Approval Act of 2013,Law,20-41,2386,Law_20-41
Extension of Time to Dispose of Strand Theater Emergency Act of 2013,Act,20-11,464,Act_20-11
Extension of Time to Dispose of the Eastern Avenue Property Temporary Amendment Act of 2012,Law,19-215,216,Law_19-215
Extension of Time to Dispose of the Strand Theater Congressional Review Emergency Amendment Act of 2014,Act,20-270,3033,Act_20-270
Extension of Time to Dispose of the Strand Theater Congressional Review Emergency ‎Declaration Resolution of 2013,Resolution,20-25,723,Resolution_20-25
Extension of Time to Dispose of the Strand Theater Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-383,3078,Resolution_20-383
Extension of Time to Dispose of the Strand Theater Emergency Act of 2013,Act,20-205,2597,Act_20-205
Extension of Time to Dispose of the Strand Theater Emergency Amendment Act of 2014,Act,20-394,3873,Act_20-394
Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2013,Resolution,20-301,2703,Resolution_20-301
Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2014,Resolution,20-571,3985,Resolution_20-571
Extension of Time to Dispose of the Strand Theater Second Congressional Review Emergency Amendment Act of 2014,Act,20-478,4402,Act_20-478
Extension of Time to Dispose of the Strand Theater Second Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-645,4554,Resolution_20-645
Extension of Time to Dispose of the Strand Theater Temporary Amendment  Act of 2013,Law,20-65,2996,Law_20-65
Extension of Time to Dispose of the Strand Theater Temporary Amendment Act of 2012,Law,19-216,218,Law_19-216
Fair Criminal Record Screening Amendment Act of 2014,Law,20-152,4128,Law_20-152
Fair Student Funding and School-Based Budgeting Amendment Act of 2013,Law,20-87,2954,Law_20-87
Family Assessments Rules Resolution of 2013,Proposed Resolution,20-353,2852,Proposed_Resolution_20-353
Family Re-Housing and Stabilization Program Regulations Approval Resolution of 2013,Proposed Resolution,20-010,804,Proposed_Resolution_20-010
Family Re-housing and Stabilization Program Regulations Approval Resolution of 2014,Proposed Resolution,20-898,4691,Proposed_Resolution_20-898
Federal Shutdown Response Emergency Act of 2013,Act,20-182,2442,Act_20-182
Federal Shutdown Response Emergency Declaration Resolution of 2013,Resolution,20-300,2700,Resolution_20-300
FEMS Ambulance Redeployment Resolution of 2013,Resolution,20-228,2079,Resolution_20-228
"Fifth Street, N.W. and I Street, N.W. Surplus Property Declaration Emergency Act of 2014",Act,20-542,4453,Act_20-542
"Fifth Street, N.W. and I Street, N.W. Surplus Property Declaration Emergency Declaration Resolution of 2014",Resolution,20-742,4660,Resolution_20-742
"Fifth Street, N.W., and I Street, N.W., Disposition Approval Emergency Act of 2014",Act,20-543,4455,Act_20-543
"Fifth Street, N.W., and I Street, N.W., Disposition Emergency Declaration Resolution of 2014",Resolution,20-743,4661,Resolution_20-743
Fire and Casualty Amendment Act of 2013,Law,20-18,1752,Law_20-18
Fire and Emergency Medical Services Employee Presumptive Disability Amendment Act of 2012,Law,19-311,1102,Law_19-311
Fire and Emergency Medical Services Inaugural Overtime Clarification Emergency Act of 2013,Act,20-20,478,Act_20-20
Fire and Emergency Medical Services Major Changes Emergency Amendment Act of 2013,Act,20-150,2002,Act_20-150
Fire and Emergency Medical Services Major Changes Emergency Declaration Resolution of 2013,Resolution,20-246,2102,Resolution_20-246
Fire and Emergency Medical Services Major Changes Temporary Amendment Act of 2013,Law,20-42,2387,Law_20-42
Fiscal Year 2013 Budget Support Technical Clarification Congressional Review Emergency Amendment Act of 2012,Act,19-604,350,Act_19-604
Fiscal Year 2013 Budget Support Technical Clarification Congressional Review Emergency Declaration Resolution of 2012,Resolution,19-746,556,Resolution_19-746
Fiscal Year 2013 Budget Support Technical Clarification Temporary Amendment Act of 2012,Law,19-226,239,Law_19-226
Fiscal Year 2013 Revised Budget Request Emergency Adjustment Act of 2013,Act,20-74,1424,Act_20-74
Fiscal Year 2013 Revised Budget Request Emergency Adjustment Declaration Resolution of 2013,Resolution,20-135,1553,Resolution_20-135
Fiscal Year 2013 Revised Budget Request Temporary Adjustment Act of 2013,Law,20-14,1764,Law_20-14
Fiscal Year 2014 Budget Request Act of 2013,Act,20-127,1770,Act_20-127
Fiscal Year 2014 Budget Support Act of 2013,Law,20-61,2229,Law_20-61
Fiscal Year 2014 Budget Support Congressional Review Emergency Act of 2013,Act,20-204,2455,Act_20-204
Fiscal Year 2014 Budget Support Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-295,2692,Resolution_20-295
Fiscal Year 2014 Budget Support Emergency Act of 2013,Act,20-130,1827,Act_20-130
Fiscal Year 2014 Budget Support Emergency Declaration Resolution of 2013,Resolution,20-189,2020,Resolution_20-189
Fiscal Year 2014 Budget Support Technical Clarification Amendment Act of 2014,Law,20-117,3277,Law_20-117
Fiscal Year 2014 Budget Support Technical Clarification Emergency Amendment Act of 2013,Act,20-180,2437,Act_20-180
Fiscal Year 2014 Budget Support Technical Clarification Emergency Declaration Resolution of 2013,Resolution,20-277,2666,Resolution_20-277
Fiscal Year 2014 Budget Support Technical Clarification Temporary Amendment Act of 2013,Law,20-56,2398,Law_20-56
Fiscal Year 2014 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2013,Resolution,20-321,2738,Resolution_20-321
Fiscal Year 2014 Revised Budget Request Congressional Review Emergency Adjustment Act of 2014,Act,20-446,4171,Act_20-446
Fiscal Year 2014 Revised Budget Request Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-595,4498,Resolution_20-595
Fiscal Year 2014 Revised Budget Request Emergency Adjustment Act of 2014,Act,20-368,3357,Act_20-368
Fiscal Year 2014 Revised Budget Request Emergency Adjustment Declaration Resolution of 2014,Resolution,20-483,3430,Resolution_20-483
Fiscal Year 2014 Revised Budget Request Temporary Adjustment Act of 2014,Law,20-140,4133,Law_20-140
Fiscal Year 2014 Tax Revenue Anticipation Notes Act of 2013,Act,20-208,2643,Act_20-208
Fiscal Year 2015 Budget Request Act of 2014,Act,20-370,3647,Act_20-370
Fiscal Year 2015 Budget Submission Requirements Resolution of 2013,Resolution,20-367,2821,Resolution_20-367
Fiscal Year 2015 Budget Support Clarification Emergency Amendment Act of 2014,Act,20-461,4368,Act_20-461
Fiscal Year 2015 Budget Support Clarification Emergency Declaration Resolution of 2014,Resolution,20-625,4527,Resolution_20-625
Fiscal Year 2015 Budget Support Congressional Review Emergency Act of 2014,Act,20-449,4188,Act_20-449
Fiscal Year 2015 Budget Support Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-626,4528,Resolution_20-626
Fiscal Year 2015 Budget Support Emergency Declaration Resolution of 2014,Resolution,20-514,3914,Resolution_20-514
Fiscal Year 2015 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2014,Resolution,20-687,4606,Resolution_20-687
Fiscal Year 2015 Revised Budget Request Adjustment Emergency Declaration Resolution of 2014,Resolution,20-762,4672,Resolution_20-762
Fiscal Year 2015 Revised Budget Request Emergency Adjustment Act of 2014,Act,20-545,4461,Act_20-545
Fiscal Year 2015 Tax Revenue Anticipation Notes Act of 2014,Act,20-504,4487,Act_20-504
Fiscal Year 2015 Tax Revenue Anticipation Notes Emergency Act of 2014,Act,20-450,4476,Act_20-450
Fiscal Year 2015 Tax Revenue Anticipation Notes Emergency Declaration Resolution of 2014,Resolution,20-634,4538,Resolution_20-634
Focused Student Achievement Amendment Act of 2013,Law,20-84,2942,Law_20-84
Foster Care Youth Employment Amendment Rulemaking Approval Resolution of 2013,Proposed Resolution,20-335,2850,Proposed_Resolution_20-335
Foster Youth Statement of Rights Rules Approval Resolution of 2014,Resolution,20-450,3382,Resolution_20-450
Foster Youth Statements of Rights and Responsibilities Amendment Act of 2012,Law,19-276,902,Law_19-276
Foster Youth Statements of Rights and Responsibilities Emergency Amendment Act of 2012,Act,19-622,387,Act_19-622
Foster Youth Statements of Rights and Responsibilities Emergency Declaration Resolution of 2012,Resolution,19-757,566,Resolution_19-757
Foster Youth Transit Subsidy Emergency Amendment Act of 2013,Act,20-65,1414,Act_20-65
Foster Youth Transit Subsidy Emergency Declaration Resolution of 2013,Resolution,20-109,1496,Resolution_20-109
Foster Youth Transit Subsidy Temporary Amendment Act of 2013,Law,20-20,2372,Law_20-20
Full Service Grocery Store Definition Approval Resolution of 2013,Resolution,20-206,2035,Resolution_20-206
Funeral and Memorial Service Leave Amendment Act of 2013,Law,20-83,2940,Law_20-83
FY 2015 Budget Support Emergency Act of 2014,Act,20-377,3696,Act_20-377
General Counsel to the Council of the District of Columbia V. David Zvenyach Reappointment Resolution of 2013,Resolution,20-3,694,Resolution_20-3
General Obligation Bonds and Bond Anticipation Notes for Fiscal Years 2013-2018 Authorization Act of 2012,Law,19-231,157,Law_19-231
General Obligation Bonds and Bond Anticipation Notes for Fiscal Years 2013-2018 Authorization Temporary Act of 2012,Law,19-217,219,Law_19-217
General Obligation Bonds and Bond Anticipation Notes for Fiscal Years 2013-2018 Issuance Congressional Review Emergency of 2013,Act,20-5,439,Act_20-5
Georgia Avenue Great Streets Neighborhood Retail Priority Area Emergency Amendment Act of 2014,Act,20-445,4169,Act_20-445
Georgia Avenue Great Streets Neighborhood Retail Priority Area Emergency Declaration Resolution of 2014,Resolution,20-616,4514,Resolution_20-616
Good Samaritan Overdose Prevention Amendment Act of 2012,Law,19-243,196,Law_19-243
Grandparent Caregivers Program Amendment Act of 2012,Law,19-261,838,Law_19-261
Grandparent Caregivers Program Congressional Review Emergency Amendment Act of 2013,Act,20-37,520,Act_20-37
Grandparent Caregivers Program Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-52,777,Resolution_20-52
Grandparent Caregivers Program Subsidy Transfer Emergency Amendment Act of 2014,Act,20-508,4429,Act_20-508
Grandparent Caregivers Program Subsidy Transfer Emergency Declaration Resolution of 2014,Resolution,20-689,4617,Resolution_20-689
Greater Mount Calvary Way Designation Act of 2012,Law,19-265,856,Law_19-265
Green Building Act Compliance Provisions Amendment Approval Resolution of 2013,Proposed Resolution,20-578,3153,Proposed_Resolution_20-578
Green Building Act Transition Provision Amendment Approval Resolution of 2013,Proposed Resolution,20-577,3152,Proposed_Resolution_20-577
Grocery Store and Food Retail Restrictive Covenant Prohibition Emergency Declaration Resolution of 2014,Resolution,20-627,4529,Resolution_20-627
Grocery Store Restrictive Covenant Prohibition Emergency Act of 2014,Act,20-457,4362,Act_20-457
"H Street, N.E., Retail Priority Area Incentive Emergency Amendment Act of 2014",Act,20-460,4367,Act_20-460
"H Street, N.E., Retail Priority Area Incentive Emergency Declaration Resolution of 2014",Resolution,20-628,4531,Resolution_20-628
Hazardous Waste Regulations Approval Resolution of 2014,Proposed Resolution,20-809,4673,Proposed_Resolution_20-809
Health Benefit Exchange Authority Establishment Congressional Review Emergency Act of 2013,Act,20-125,1821,Act_20-125
Health Benefit Exchange Authority Establishment Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-235,2086,Resolution_20-235
Health Benefit Exchange Authority Establishment Emergency Amendment Act of 2013,Act,20-49,1355,Act_20-49
Health Benefit Exchange Authority Establishment Emergency Declaration Resolution of 2013,Resolution,20-102,1489,Resolution_20-102
Health Benefit Exchange Authority Establishment Temporary Amendment Act of 2013,Law,20-11,1757,Law_20-11
Health Benefit Exchange Authority Financial Sustainability Congressional Review Emergency Amendment Act of 2014,Act,20-395,3874,Act_20-395
Health Benefit Exchange Authority Financial Sustainability Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-529,3926,Resolution_20-529
Health Benefit Exchange Authority Financial Sustainability Emergency Amendment Act of 2014,Act,20-329,3311,Act_20-329
Health Benefit Exchange Authority Financial Sustainability Emergency Declaration Resolution of 2014,Resolution,20-471,3413,Resolution_20-471
Health Benefit Exchange Authority Financial Sustainability Temporary Amendment Act of 2014,Law,20-133,3644,Law_20-133
Health Benefits Plan Members Bill of Rights Amendment Act of 2012,Law,19-229,135,Law_19-229
Health Services Planning Regulations Approval Resolution of 2013,Proposed Resolution,20-280,2153,Proposed_Resolution_20-280
Heat Wave Safety Emergency Amendment Act of 2013,Act,20-83,1438,Act_20-83
Heat Wave Safety Emergency Amendment Act of 2014,Act,20-349,3341,Act_20-349
Heat Wave Safety Emergency Declaration Resolution of 2013,Resolution,20-141,1560,Resolution_20-141
Heat Wave Safety Emergency Declaration Resolution of 2014,Resolution,20-499,3471,Resolution_20-499
Heat Wave Safety Temporary Amendment Act of 2013,Law,20-21,2374,Law_20-21
Heat Wave Safety Temporary Amendment Act of 2014,Law,20-138,4132,Law_20-138
Hill East Redevelopment – Phase 1: Parcels F-1 and G-1 Disposition Approval Emergency Act of 2014,Act,20-547,4465,Act_20-547
Hill East Redevelopment – Phase 1: Parcels F-1 and G-1 Disposition Emergency Declaration Resolution of 2014,Resolution,20-745,4664,Resolution_20-745
Hill East Redevelopment – Phase 1: Parcels F-1 and G-1 Surplus Property Declaration Emergency Act of 2014,Act,20-541,4451,Act_20-541
Hill East Redevelopment – Phase 1: Parcels F-1 and G-1 Surplus Property Declaration Emergency Declaration Resolution of 2014,Resolution,20-744,4663,Resolution_20-744
Hire Date Reporting Amendment Act of 2012,Law,19-225,134,Law_19-225
Historic Music Cultural Institutions Expansion Tax Abatement Act of 2013,Law,20-86,2950,Law_20-86
Historic Preservation Review Board Charles E. Wilson Confirmation Resolution of 2013,Resolution,20-63,788,Resolution_20-63
Historic Preservation Review Board Donald Graham Davidson Confirmation Resolution of 2013,Resolution,20-364,3072,Resolution_20-364
Historic Preservation Review Board Joseph Taylor Confirmation Resolution of 2014,Resolution,20-646,4555,Resolution_20-646
Historic Preservation Review Board Maria Casarella Cunningham Confirmation Resolution of 2013,Resolution,20-366,3074,Resolution_20-366
Historic Preservation Review Board Nancy L. Pryor Metzger Confirmation Resolution of 2013,Resolution,20-365,3073,Resolution_20-365
Historic Preservation Review Board Rauzia Ruhana Ally Confirmation Resolution of 2014,Resolution,20-647,4556,Resolution_20-647
Homeless Services Reform Amendment Act of 2014,Law,20-129,3609,Law_20-129
Housing Finance Agency Board of Directors Charles R. Lowery Confirmation Resolution of 2013,Resolution,20-349,2795,Resolution_20-349
Housing Finance Agency Board of Directors Leila M. Batties Confirmation Resolution of 2013,Resolution,20-350,2796,Resolution_20-350
Housing Finance Agency Board of Directors Martin Craig Pascal Confirmation Resolution of 2014,Proposed Resolution,20-916,4703,Proposed_Resolution_20-916
Housing Finance Agency Board of Directors Stanley Jackson Confirmation Resolution of 2013,Resolution,20-348,2794,Resolution_20-348
Housing Production Trust Fund Board Chairperson David Bowers Confirmation Resolution of 2013,Resolution,20-218,2047,Resolution_20-218
Housing Production Trust Fund Board David C. Bowers Confirmation Resolution of 2013,Resolution,20-217,2046,Resolution_20-217
Housing Production Trust Fund Board David J. Roodberg Confirmation Resolution of 2013,Resolution,20-213,2042,Resolution_20-213
Housing Production Trust Fund Board Jacqueline V. Prior Confirmation Resolution of 2013,Resolution,20-210,2039,Resolution_20-210
Housing Production Trust Fund Board James D. Knight Confirmation Resolution of 2013,Resolution,20-216,2045,Resolution_20-216
Housing Production Trust Fund Board M. Craig Pascal Confirmation Resolution of 2013,Resolution,20-215,2044,Resolution_20-215
Housing Production Trust Fund Board Oramenta Newsome Confirmation Resolution of 2013,Resolution,20-211,2040,Resolution_20-211
Housing Production Trust Fund Board Robert H. Pohlman Confirmation Resolution of 2013,Resolution,20-212,2041,Resolution_20-212
Housing Production Trust Fund Board Stanley Jackson Confirmation Resolution of 2013,Resolution,20-209,2038,Resolution_20-209
Housing Production Trust Fund Board Sue Ann Marshall Confirmation Resolution of 2013,Resolution,20-214,2043,Resolution_20-214
Howard Town Center Real Property Tax Abatement Act of 2012,Law,19-257,830,Law_19-257
Ignition Interlock Amendment Act of 2012,Law,19-258,832,Law_19-258
Inaugural Hours Emergency Act of 2012,Act,19-614,379,Act_19-614
Inaugural Hours Emergency Declaration Resolution of 2012,Resolution,19-755,564,Resolution_19-755
